id,area,ritual,persona,cadence,recommendedSchedule,mode,minimumLicense,nativeScheduling,dataNeeded,complexity,priority,score,expectedOutput,whyItHelps,prompt,adoptionNote,governance,trainingUse,tags,source,sourceType,url
PA-066,Financas e controladoria,Check de quarta: follow-ups que estao esfriando,"Controller, FP&A, financeiro, CFO, contas a pagar",Semanal,"Quarta-feira, 09:00",Prompt agendado nativo,Microsoft 365 Copilot add-on,Sim,"Outlook, Teams",Media,Exploratoria,67,Follow-ups atrasados com texto sugerido para reativar.,Evita que a semana avance com pendencias escondidas.,"Procure nas minhas mensagens enviadas e conversas da semana itens de financas em que alguem ficou de responder, aprovar, enviar arquivo ou desbloquear algo. Liste apenas itens sem resposta clara. Para cada item, informe dono, ultima interacao, dias sem retorno, impacto provavel e uma sugestao de follow-up em tom profissional.","Rode o prompt uma vez no Copilot Chat/Teams/Outlook, valide a resposta, depois use Schedule this prompt. Comece com 1 ou 2 rituais por usuario.","Resultados dependem das permissoes do usuario. Revisar fontes citadas, evitar informacao sensivel no resumo e nao automatizar decisoes criticas sem humano.","Demo por area: adapte os placeholders para gestores de centro de custo, fornecedores, diretoria, auditoria e rode com dados recentes.","quarta, follow-up, pendencias",Microsoft Support - Schedule Copilot prompts,Oficial / experiencia do usuario,https://support.microsoft.com/en-us/microsoft-365-copilot/schedule-your-most-used-copilot-prompts
PA-067,Financas e controladoria,Registro semanal de decisoes e riscos,"Controller, FP&A, financeiro, CFO, contas a pagar",Semanal,"Sexta-feira, 16:30",Prompt agendado nativo,Microsoft 365 Copilot add-on,Sim,"Outlook, Teams, calendario",Media,Exploratoria,67,Decision log e risk log da semana.,Cria memoria operacional para reunioes e status report.,"Resuma as principais decisoes, riscos e mudancas de direcao da semana relacionados a orcamento, aprovacao, fechamento, variancias, caixa e cobrancas. Entregue tres secoes:
1. Decisoes tomadas, com fonte e participantes.
2. Riscos ou blockers ainda abertos, com dono provavel.
3. Comunicados que precisam ser enviados na proxima semana.
Use linguagem factual e curta; diferencie decisao confirmada de opiniao ou sinal fraco.","Rode o prompt uma vez no Copilot Chat/Teams/Outlook, valide a resposta, depois use Schedule this prompt. Comece com 1 ou 2 rituais por usuario.","Resultados dependem das permissoes do usuario. Revisar fontes citadas, evitar informacao sensivel no resumo e nao automatizar decisoes criticas sem humano.","Demo por area: adapte os placeholders para gestores de centro de custo, fornecedores, diretoria, auditoria e rode com dados recentes.","sexta, decisoes, riscos",GitHub - awesome-microsoft-copilot-prompts scheduled prompts,Comunidade / GitHub,https://github.com/kesslernity/awesome-microsoft-copilot-prompts/blob/main/prompts/scheduled-prompts/README.md
PA-068,Financas e controladoria,Resumo mensal executivo,"Controller, FP&A, financeiro, CFO, contas a pagar",Mensal,"Ultima sexta-feira do mes, 15:00",Prompt agendado nativo,Microsoft 365 Copilot add-on,Sim,"Outlook, Teams, calendario",Media,Exploratoria,67,Resumo mensal para diretoria ou checkpoint de area.,Ajuda a transformar conversas dispersas em narrativa executiva.,"Revise comunicacoes, reunioes e mensagens dos ultimos 30 dias sobre financas. Crie um resumo executivo de uma pagina com: conquistas, problemas recorrentes, decisoes pendentes, riscos emergentes, pessoas-chave envolvidas e recomendacoes para o proximo mes. Inclua uma secao ""evidencias usadas"" com tipos de fonte, sem expor conteudo sensivel desnecessario.","Rode o prompt uma vez no Copilot Chat/Teams/Outlook, valide a resposta, depois use Schedule this prompt. Comece com 1 ou 2 rituais por usuario.","Resultados dependem das permissoes do usuario. Revisar fontes citadas, evitar informacao sensivel no resumo e nao automatizar decisoes criticas sem humano.","Demo por area: adapte os placeholders para gestores de centro de custo, fornecedores, diretoria, auditoria e rode com dados recentes.","mensal, executivo, status",Microsoft Signal - Manager meeting briefing,Oficial / exemplo pratico,https://news.microsoft.com/signal/articles/an-easy-way-to-prep-for-a-meeting-with-the-boss/
PA-069,Financas e controladoria,Revisao com arquivos anexados,"Controller, FP&A, financeiro, CFO, contas a pagar",Recorrente manual,Quando receber novos arquivos ou antes do checkpoint semanal,Lembrete manual recorrente,Copilot Chat sem add-on + arquivos,Nao,"Arquivos anexados, PDFs, Word, PowerPoint, Excel, CSV",Baixa,Media,78,Resumo/comparacao de arquivos com perguntas e riscos.,Funciona bem para usuarios sem add-on: basta anexar arquivos e repetir o ritual.,"Use os arquivos anexados sobre financas: DRE, fluxo de caixa, planilhas de budget, relatorios de centro de custo. Primeiro, resuma o conteudo de cada arquivo em ate 5 linhas. Depois, compare os arquivos e entregue:
- divergencias relevantes;
- informacoes faltantes;
- riscos ou inconsistencias;
- perguntas que eu devo fazer ao dono do material;
- versao final recomendada ou proximo passo.
Nao use conhecimento externo se a resposta depender dos arquivos.",Crie um compromisso recorrente no Outlook/Teams/To Do com o prompt salvo. O usuario executa manualmente e anexa/abre os arquivos certos.,Nao colar dados sensiveis desnecessarios; anexar apenas arquivos permitidos; validar resumo antes de tomar decisao.,Demo sem add-on: entregue 2 ou 3 arquivos de financas e peca uma comparacao com riscos e perguntas.,"sem add-on, arquivos, resumo, comparacao",Microsoft Support - Get started with Copilot Chat,Oficial / Copilot Chat,https://support.microsoft.com/en-US/Microsoft-365-Copilot/get-started-with-microsoft-365-copilot-chat
PA-070,Financas e controladoria,Analise recorrente de planilha ou CSV,"Controller, FP&A, financeiro, CFO, contas a pagar",Recorrente manual,Toda vez que houver novo CSV/planilha da rotina,Lembrete manual recorrente,Copilot Chat sem add-on + arquivos ou Excel com Copilot,Nao,"Planilha, CSV, TSV, relatorio exportado",Media,Exploratoria,70,"Analise de dados recorrente com achados, excecoes e proximo prompt.",Cria habito de usar Copilot como analista leve sem integrar sistemas.,"Analise a planilha/CSV anexado de financas. Procure padroes, excecoes e inconsistencias ligadas a variancia, aging, aprovacao pendente, limite, valor em aberto. Gere:
1. Top 5 achados com impacto.
2. Linhas/registros que merecem revisao humana.
3. Possiveis causas, separando fato de hipotese.
4. Grafico ou tabela sugerida para acompanhar semanalmente.
5. Prompt melhorado para eu repetir com a proxima exportacao.",Crie um compromisso recorrente no Outlook/Teams/To Do com o prompt salvo. O usuario executa manualmente e anexa/abre os arquivos certos.,Nao colar dados sensiveis desnecessarios; anexar apenas arquivos permitidos; validar resumo antes de tomar decisao.,"Demo sem conector: exporte uma planilha simples de financas e peca excecoes, tendencias e grafico sugerido.","sem add-on, dados, CSV, Excel",Microsoft Adoption - Prompt Gallery,Oficial / galeria de prompts,https://adoption.microsoft.com/en-us/copilot/prompt-gallery/
PA-071,Financas e controladoria,Workflow agendado com notificacao,"Controller, FP&A, financeiro, CFO, contas a pagar",Semanal ou diario,Definir conforme SLA da area,Workflows / Power Automate,Microsoft 365 Copilot + Workflows,Nao,"Outlook, Teams, SharePoint, Planner/Listas",Alta,Exploratoria,56,"Automacao com resumo, notificacao e possivel tarefa controlada.","Quando a saida precisa chegar em canal/email/tarefa, workflow e mais forte que prompt agendado.","Crie um workflow recorrente para financas. A cada execucao, procure sinais em Outlook/Teams/SharePoint relacionados a notas, pagamentos, despesas, forecast, aprovacao de budget; gere um resumo curto; publique o resultado em um canal do Teams ou envie email para gestores de centro de custo, fornecedores, diretoria, auditoria; e crie itens de acompanhamento no Planner/Listas apenas quando houver dono e prazo claros. Inclua etapa de aprovacao humana antes de comunicar externamente.","Use quando a saida precisa ser enviada, registrada ou virar tarefa. Defina gatilho, destinatario, aprovacao humana e log antes de escalar.","Restringir destinatarios, registrar execucoes, revisar permissoes de SharePoint/Planner e exigir aprovacao humana para mensagens externas ou tarefas criticas.","Demo para gestores: quando o prompt precisa avisar alguem ou criar tarefa, vira workflow.","workflow, automacao, notificacao, Planner",Microsoft Support - Workflows in Microsoft 365 Copilot,Oficial / automacao,https://support.microsoft.com/en-US/Microsoft-365-Copilot/get-started-with-workflows-in-microsoft-365-copilot
PA-072,Financas e controladoria,Cowork para pacote de trabalho recorrente,"Controller, FP&A, financeiro, CFO, contas a pagar",Quinzenal ou mensal,"Antes de comite, QBR ou revisao executiva",Copilot Cowork / Frontier,Microsoft 365 Copilot + Cowork/Frontier,Nao,"Emails, Teams, arquivos, calendario, web quando permitido",Alta,Exploratoria,55,"Pacote de trabalho com briefing, riscos, comunicacao e proximas acoes.","Serve para demonstrar delegacao avancada, com checkpoint humano.","Atue como copiloto de trabalho para preparar um pacote recorrente de financas. Monte um plano, valide comigo antes de executar e produza: briefing executivo, lista de riscos, perguntas para stakeholders, rascunho de email/comunicado e checklist de proximas acoes. Use minhas mensagens, reunioes e arquivos recentes sobre orcamento, aprovacao, fechamento, variancias, caixa e cobrancas. A cada checkpoint, pergunte se devo continuar, ajustar escopo ou pausar.","Use como demo avancada em grupos pequenos. Combine plano, checkpoints e aprovacao antes de qualquer comunicacao ou arquivo final.","Usar com dados permitidos, checkpoints explicitos, revisao humana de artefatos e cuidado com compartilhamento externo.",Demo avancada: delegar pacote com checkpoints em vez de pedir apenas um resumo.,"Cowork, pacote, delegacao, artefatos",Microsoft Learn - Microsoft 365 Copilot overview,Oficial / arquitetura,https://learn.microsoft.com/en-us/microsoft-365/copilot/microsoft-365-copilot-overview
PA-073,Compras e contratos,Briefing matinal de foco,"Comprador, procurement manager, gestor de contratos, suprimentos",Diario,"Dias uteis, 07:30",Prompt agendado nativo,Microsoft 365 Copilot add-on,Sim,"Outlook, Teams, calendario",Baixa,Alta,89,"Lista de foco do dia com prioridades, pessoas, reunioes e proximas acoes.",Transforma a primeira olhada no email/Teams em uma agenda de foco.,"Revise meus emails, mensagens do Teams e calendario das ultimas 24 horas relacionados a cotacoes, contratos, fornecedores, renovacoes, prazos e compliance. Entregue um briefing de comeco de dia com:
1. Tres prioridades que exigem minha atencao hoje.
2. Pessoas ou grupos que esperam resposta minha.
3. Reunioes criticas do dia e o que devo preparar.
4. Riscos, prazos ou compromissos mencionados.
Use uma tabela curta com prioridade, contexto, proxima acao e prazo. Nao invente informacoes; se algo nao estiver claro, marque como ""validar"".","Rode o prompt uma vez no Copilot Chat/Teams/Outlook, valide a resposta, depois use Schedule this prompt. Comece com 1 ou 2 rituais por usuario.","Resultados dependem das permissoes do usuario. Revisar fontes citadas, evitar informacao sensivel no resumo e nao automatizar decisoes criticas sem humano.","Demo de 5 minutos: mostre como sair de ""abrir tudo"" para uma lista de foco de compras.","daily briefing, foco, email, Teams",Microsoft Support - Schedule Copilot prompts,Oficial / experiencia do usuario,https://support.microsoft.com/en-us/microsoft-365-copilot/schedule-your-most-used-copilot-prompts
PA-074,Compras e contratos,Triagem de mensagens e pendencias,"Comprador, procurement manager, gestor de contratos, suprimentos",Diario,"Dias uteis, 08:00",Prompt agendado nativo,Microsoft 365 Copilot add-on,Sim,"Outlook, Teams",Baixa,Alta,89,Fila priorizada de mensagens e pendencias.,Reduz a ansiedade de caixa de entrada e acelera o comeco da execucao.,"Analise meus emails e mensagens do Teams recebidos desde o fim do ultimo dia util sobre RFPs, cotacoes, contratos, SLAs, aditivos, pedidos. Classifique em:
- Responder hoje.
- Fazer sem responder.
- Acompanhar esta semana.
- Somente informativo.
Para cada item, indique remetente/canal, resumo em uma frase, motivo da prioridade e acao sugerida. Destaque qualquer prazo, palavra como urgente, bloqueado, aprovado, reprovado, atraso ou risco.","Rode o prompt uma vez no Copilot Chat/Teams/Outlook, valide a resposta, depois use Schedule this prompt. Comece com 1 ou 2 rituais por usuario.","Resultados dependem das permissoes do usuario. Revisar fontes citadas, evitar informacao sensivel no resumo e nao automatizar decisoes criticas sem humano.","Demo por area: adapte os placeholders para fornecedores, juridico, requisitantes, financeiro e rode com dados recentes.","inbox, pendencias, follow-up",Microsoft Support - Schedule Copilot prompts,Oficial / experiencia do usuario,https://support.microsoft.com/en-us/microsoft-365-copilot/schedule-your-most-used-copilot-prompts
PA-075,Compras e contratos,Preparacao antes de reuniao,"Comprador, procurement manager, gestor de contratos, suprimentos",Antes de reuniao,30 a 45 min antes de reunioes importantes,Lembrete manual recorrente,Copilot Chat sem add-on no Outlook ou Microsoft 365 Copilot,Nao,"Calendario, emails e contexto aberto",Baixa,Media,78,"Briefing de reuniao com contexto, perguntas e posicionamento.",Ajuda usuarios novos a ver valor imediato sem construir agente.,"Prepare um briefing para minha proxima reuniao sobre compras. Use o convite, participantes, emails recentes e contexto que estiver disponivel. Estruture em:
1. Objetivo provavel da reuniao.
2. Historico recente relevante.
3. Decisoes ou pendencias que podem aparecer.
4. Perguntas que devo fazer.
5. Meu posicionamento sugerido.
Se faltar contexto, liste exatamente quais arquivos ou conversas devo abrir/anexar antes de reenviar.",Crie um compromisso recorrente no Outlook/Teams/To Do com o prompt salvo. O usuario executa manualmente e anexa/abre os arquivos certos.,Nao colar dados sensiveis desnecessarios; anexar apenas arquivos permitidos; validar resumo antes de tomar decisao.,"Demo por area: adapte os placeholders para fornecedores, juridico, requisitantes, financeiro e rode com dados recentes.","meeting prep, agenda, contexto",Microsoft Support - Copilot Chat com e sem add-on,Oficial / licenciamento,https://support.microsoft.com/en-US/Microsoft-365-Copilot/how-copilot-chat-works-in-microsoft-365-apps
